"Prop_ID","Playground_ID","Name","Location","Accessible","lat","lon","slug","ADA_Accessible_Comfort_Station","Sensory-Friendly"
"X187","X187-01","Angelo Campanaro Playground","E Gun Hill & Eastchester Rds, Arnow Ave, O'Neill Pl","Yes","40.868","-73.8421","null","Not Accessible","N"
"X188","X188","Wakefield Playground","Matilda Ave to Carpenter Ave between E. 239 St and E. 240 St","Yes","40.9019","-73.8548","null","Accessible","N"
"X190","X190","Tiffany Playground","Fox St to Tiffany St between E. 167 St and E. 165 St","Yes","40.8245","-73.8942","null","No","N"
"X193","X193","Stars & Stripes Playground","Crawford Ave at Baychester Ave","Yes","40.8853","-73.839","null","Not Accessible","Y"
"X194","X194","Captain Rivera Playground","E 156 St between Jackson Av and Forest Av","Yes","40.8181","-73.907","null","Accessible","N"
"X195A","X195A","Colgate Close Playground","Bruckner Blvd between Colgate & Close Aves","Yes","40.8237","-73.8815","null","No","Y"
"X196","X196-02","Haffen Park Playground","Ely & Burke Aves","Yes","40.8734","-73.8389","null","Not Accessible","Y"
"X197","X197","Mosholu Playground","Mosholu Parkway South between Bainbridge Ave and Briggs Ave","Yes","40.8728","-73.883","null","Not Accessible","N"
"X200","X200","Clark Playground","3 Ave between E, 145 St and E. 144 St","Yes","40.8137","-73.9214","null","Accessible","N"
"X201","X201-01","Seton Park Playground","W 235 St & Douglas Ave","Yes","40.8865","-73.917","null","Not Accessible","Y"
"X202","X202","Marble Hill Playground","Marble Hill Av between W. 230 St and W. 228 St","Yes","40.8778","-73.9081","null","Not Accessible","Y"
"X203","X203","Randall Playground","Randall Ave between Olmstead Ave and Castle Hill Ave","Yes","40.8192","-73.8495","null","Not Accessible","N"
"X204","X204","Story Playground","Story Ave between Taylor Ave and Thieriot Ave","Yes","40.823","-73.8627","null","Accessible","Y"
"X205","X205","FDNY &ndash; EMT Yadira Arroyo Playground","Watson Ave, Blackrock Ave between Virginia Ave, Pugsley Ave","Yes","40.8284","-73.858","null","Not Accessible","Y"
"X206","X206","Morgan Playground","E 168 St between  Park Av and Washington Av","Yes","40.8321","-73.9075","null","No","N"
"X207","X207","Pontiac Playground","Jackson Ave between E. 151 St and E. 149","Yes","40.8144","-73.9083","null","No","N"
"X208","X208","Haviland Playground","Haviland Ave between Virginia Ave & Pugsley Ave","Limited","40.829","-73.8586","null","No","N"
"X210","X210","Governor Smith Playground","","Yes","-73.9206","40.8195","null","No","N"
"X211","X211","Stebbins Playground","Rev James A Polite Ave between E. 163rd & E. 164th Sts","Limited","40.8228","-73.8985","null","No","N"
"X214","X214","Magenta Playground","Olinville Ave at Rosewood St","Yes","40.8735","-73.8679","null","Not Accessible","N"
"X216","X216","Abigail Playground","E 156 St between Tinton Av and Union Av","Yes","40.8174","-73.9047","null","Not Accessible","N"
"X217","X217","Willis Playground","E 141 St to E. 140 St between Willis Av and Alexander Av","Yes","40.8111","-73.9225","null","No","Y"
"X219","X219","Arcilla Playground","E 164 St between Teller Av and Clay Av at Park Ave","Yes","40.8273","-73.9145","null","Accessible","N"
"X221","X221","Space Time Playground","Lafayette Ave between Bolton Ave and Underhill Ave","Yes","40.822","-73.8598","null","Not Accessible","N"
"X222","X222","Gouverneur Playground","3 Av between E. 170 St and St Paul's Pl","Yes","40.836","-73.9033","null","Not Accessible","Y"
"X224","X224","MacLaughlin Playground","Greystone Av between W. 236 St and W. 240 St","Yes","40.8879","-73.9054","null","No","N"
"X228","X228","I-Am-Park Playground","Jackson Ave between E. 145th St & E. 147th St","Limited","40.8113","-73.9102","null","No","N"
"X232","X232","Burns Playground","Mace Ave between Lodovick Ave and Gunther Ave","Yes","40.8629","-73.8366","null","Accessible","Y"
"X233","X233","Fountain Of Youth Playground","Union Av between E. 150 St and  E. 152 St","Yes","40.8138","-73.9053","null","Not Accessible","Y"
"X235","X235","Grove Hill Playground","E 158 st between Eagle Av and Caildwell Av","Yes","40.82","-73.9088","null","Not Accessible","N"
"X238","X238","Saw Mill Playground","E. 139 St between Brook Ave and Willis Ave","Yes","40.8088","-73.9192","null","Accessible","Y"
"X242","X242","Youth Village Playground","Home St between Boston Rd and Jackson Av","Limited","40.8287","-73.9029","null","No","N"
"X244","X244","Grand Playground","W. 181 St between Grand Ave and Davidson ","Yes","40.8558","-73.9073","null","Not Accessible","Y"
"X247","X247","Fox Playground","E 156 St between Fox St and Southern Blvd","Yes","40.815","-73.8986","null","Not Accessible","Y"
"X252","X252","Bathgate Playground","Washington to Bathgate Av between W. 181 St and E. 183 St","Yes","40.8522","-73.8944","null","No","Y"
"X253","X253","Ambrosini Field Playground","City Island Ave between Centre St and Winter St","Limited","40.8442","-73.7848","null","No","Y"
"X257","X257","Mount Hope Playground","E. 177 St at Walton Ave","Yes","40.8502","-73.9095","null","No","Y"
"X258","X258","Cleopatra Playground","Anthony Av between Prospect Pl and Ittner Pl","Yes","40.8456","-73.9042","null","No","Y"
"X260","X260","Julio Carballo Fields Playground","Manida St between Spofford Av and Lafayette Av","Yes","40.8151","-73.8888","null","Not Accessible","Y"
"X262","X262","Harding Park Playground","Bolton Ave between O'Brien Ave and G St","Yes","40.8098","-73.8567","null","No","Y"
"X264","X264","Field of Dreams Park Playground","null","Limited","40.8266","-73.8923","null","No","Y"
"X265","X265","Galileo Playground","Macombs Rd between W. 176 St and W. 175 St","Yes","40.8487","-73.9158","null","No","Y"
"X266","X266","Vidalia Park Playground","E. 180 St between Daly Ave and Vyse Ave","Yes","40.8443","-73.8815","null","Accessible","Y"
"X271","X271","Grant Park Playground","E 170 St between Sheridan Av and Morris Av","Limited","40.8361","-73.9139","null","No","Y"
"X272","X272","Ranaqua Playground","E. 136 St between Brown Pl and Willis Ave","Yes","40.8068","-73.9221","null","No","Y"
"X273","X273","Rock Garden Park Playground","Longfellow Av between E. 173 St and E. 174 St","Yes","40.8352","-73.8852","null","No","Y"
"X274","X274","Mount Hope Garden Playground","Creston Ave between E. Burnside Ave and E","Yes","40.8526","-73.9054","null","No","Y"
"X280","X280","Washington Park Playground","E 183 St between Washington Av and Park Av","Yes","40.8557","-73.8934","null","No","Y"
"X281","X281","Stop & Go Playground","W 175 St between Washington Av and Bathgate Av","Yes","40.8448","-73.8989","null","No","Y"
"X282","X282","Seabury Playground","Southern Blvd between E. 174 St and E. 173 St","Yes","40.8365","-73.8879","null","No","Y"
"X283","X283","Beanstalk Playground","Billingsley Ter between Phelan Pl and Sedwick Av","Yes","40.8539","-73.9168","null","No","Y"
"X284","X284","Printers Park Playground","Hoe Av between Aldus St and Westchester Av","Yes","40.8242","-73.8908","null","No","Y"
"X287","X287","Ogden Plimpton Playground","Ogden Av, Plimpton Av, W. 170 St","Yes","40.842","-73.9238","null","No","Y"
"X290","X290","Longfellow Playground","Longfellow Ave, Lowell St, E. 165 St","Yes","40.8256","-73.8876","null","No","Y"
"X291","X291","Walton Playground","E. 181 St between Walton Ave and Jerome A","Yes","40.8553","-73.9052","null","Not Accessible","Y"
"X292","X292","Mabel Hampton Garden Playground","E. 181 St between Morris Ave and Creston ","Yes","40.8546","-73.9038","null","No","Y"
"X295","X295","Half-Nelson Playground","Nelson Av between Featherbed La and W. 174 St","Yes","40.8466","-73.9195","null","No","N"
"X299","X299","Little Claremont Playground","Claremont Pkwy between Park Av and Washington Av","Yes","40.8389","-73.9038","null","Not Accessible","Y"
"X300","X300","Davidson Playground","W. 180 St between Davidson Ave and Grand ","Yes","40.8551","-73.9077","null","No","Y"
"X302","X302","Thorpe Family Playground","E 183 St between Park Av and Webster Av","Yes","40.8562","-73.8949","null","No","Y"
"X307","X307","Barretto Point Park Playground","Viele Ave between Tiffany St and Barretto St","Yes","40.806","-73.888","null","Accessible","Y"
"X334","X334","Mohegan Triangle Playground","Mohegan Ave, Crotona Pkwy., E. 179 St","Yes","40.8442","-73.8848","null","No","Y"
"X348","X348-01","River Avenue Playground","North Side Of E. 157th St & River Ave","Yes","40.8258","-73.9268","null","No","Y"
"B057","B057","Lew Fidler Park Playground","Brigham Strret and Emmons Avenue","Yes","40.5969","-73.9203","null","Not Accessible","Y"
"X092","X092","Northwest Playground - Van Cortlandt Park","Broadway and Moshulu Parkway","Yes","40.8971","-73.8867","null","No","Y"
"B169","B169-ZN02A","Beach at Brighton 6th Street","Riegelmann Boardwalk and Brighton 6th Street","No","40.5748","-73.961","null","No","N"
"B169","B169-ZN05A","Beach at W 12th Street","Riegelmann Boardwalk and W 12","No","40.5729","-73.9791","null","No","N"
