"Prop_ID","Playground_ID","Name","Location","Accessible","lat","lon","slug","ADA_Accessible_Comfort_Station","Sensory-Friendly"
"B001","B001","American Playground","Franklin St between Milton St and Noble St","Yes","40.7286","-73.958","null","Accessible","N"
"B007","B007-01","Bensonhurst Park Playground","Bay Pkwy & Cropsey Avenue","Yes","40.597","-73.9998","null","Not Accessible","Y"
"B008","B008-03","Imagination Playground at Betsy Head","Dumont Ave & Bristol St","Yes","40.6641","-73.9118","null","Accessible","Y"
"B012","B012-02","Brower Park Playground","Brooklyn Ave & Park Pl","Yes","40.6735","-73.9436","null","Accessible","Y"
"B012","B012-03","Brower Park Playground","St Marks Ave & Prospect Pl","Yes","40.6742","-73.9432","null","Accessible","Y"
"B016","B016-01","Maria Hernandez Park Playground","Knickerbocker St Entrance","Yes","40.7028","-73.9242","null","Not Accessible","Y"
"B017","B017","Bushwick Playground","Knickerbocker Ave between Woodbine St and Putnam Ave","Yes","40.6961","-73.9116","null","Accessible","Y"
"B018","B018-01","Joseph F. DiNapoli Playground","Seaview Ave & E. 92 St","Yes","40.6309","-73.8928","null","Not Accessible","Y"
"B018","B018-02","Canarsie Playground","Seaview Ave & Paerdegat Ave N","Yes","40.6268","-73.8995","null","Not Accessible","Y"
"B019","B019","Carroll Park Playground","Court St, Smith St, between Carroll St and President St","Yes","40.6809","-73.995","null","NotAccessible","Y"
"B021","B021-01","Commodore Barry Park Playground","Nassau St, Flushing Ave, Navy St, N. Elliot Pl","Yes","40.6977","-73.9787","null","Accessible","Y"
"B022","B022","Sarah J.S. Tompkins Garnet Playground","Lynch St, Middleton St between Lee Ave and Bedford Ave","Yes","40.7006","-73.9556","null","No","N"
"B023","B023","Lafayette Playground","Lafayette Ave between Malcolm X Blvd and Patch Ave","Yes","40.6926","-73.9302","null","No","N"
"B025","B025-01","Carnegie Playground","Sharon & Olive Sts, Morgan Ave","Yes","40.716","-73.9374","null","Not Accessible","Y"
"B026","B026","Cuyler Gore Park Playground","Carlton Ave, Fulton St, Green Ave","Yes","40.6856","-73.9719","null","No","Y"
"B028","B028-01","Bay 8 Playground","Cropsey Ave & Bay 8th St","Yes","40.6068","-74.0162","null","No","Y"
"B028","B028-03","Dyker Playground","14 Ave & 86 St","Yes","40.6129","-74.0127","null","Accessible","N"
"B032","B032-01","Fort Greene Playground","Myrtle Ave & St Edwards Plaza","Yes","40.6924","-73.977","null","Accessible","Y"
"B032","B032-02","Fort Greene Park Playground","DeKalb Ave & Washington Pk","Yes","40.6903","-73.9737","null","Accessible","Y"
"B042","B042","Gravesend Park Playground","18 Ave, 19 Ave, between 55 St and 58 St","Yes","40.6236","-73.9844","null","Accessible","Y"
"B043","B043","Greenpoint Playground","Franklin St between Commerical St and Dupoint St","Yes","40.7358","-73.9589","null","Accessible","Y"
"B049","B049","Irving Square Park Playground","Wilson Ave, Knickerbocker Ave, between Halsey St and Weirfield St","Yes","40.693","-73.9087","null","No","Y"
"B050","B050","Van Voorhees Playground","Columbia St, Hicks St between Congress St and Atlantic Ave","Yes","40.6898","-73.9993","null","Accessible","Y"
"B051","B051","Kelly Park Playground","Ave S between E. 14 St and E. 15 St","Yes","40.6037","-73.958","null","Accessible","Y"
"B052","B052-01","Millennium Playground","5th Ave between 66th and 67th Sts","Yes","40.6356","-74.0195","null","Not Accessible","Y"
"B052","B052-03","Leif Ericson Park Playground","8th Ave To Ft. Hamilton Pkwy, between 66th And 67th Street","Yes","40.6313","-74.0127","null","Accessible","Y"
"B054","B054-01","Lincoln Terrace Park / Arthur S. Somers Playground","Rochester Ave, Carroll St","Yes","40.6664","-73.928","null","Not Accessible","Y"
"B055","B055","Sternberg Park Playground","Lorimer St between Montrose Ave and Boerum St ","Yes","40.7058","-73.9468","null","Accessible","Y"
"B056","B056","Martin Luther King Jr. Playground","Dumont Ave, Blake Ave between Bradford St and Miller Ave","Yes","40.6673","-73.8903","null","Not Accessible","N"
"B057","B057-03","PS 278 Playground","Fillmore Ave, Madison Pl","Yes","40.6073","-73.9384","null","Not Accessible","Y"
"B057","B057-04","Lenape Playground","Ave U & E. 38 St","Yes","40.6063","-73.9263","null","No","N"
"B057","B057-05","Dr John's Playground","Gerritsen Ave & Ave X","Yes","40.5967","-73.9288","null","Not Accessible","Y"
"B057","B057-06","Seba Playground","Seba Ave & Gerritsen Ave","Yes","40.5892","-73.9203","null","Accessible","Y"
"B058","B058-01","Vincent V Abate Playground","Lorimer St, Driggs Ave","Yes","40.7213","-73.95","null","No","Y"
"B060","B060-01","McKinley Park Playground","74-75 Sts, Ft. Hamilton Pkwy","Yes","40.6265","-74.0171","null","Not Accessible","Y"
"B061","B061","McLaughlin Park  Playground","Jay St, Bridge St between Tillary St and Cathedral Pl","Yes","40.6966","-73.9865","null","Not Accessible","Y"
"B066","B066-01","Owls Head Park Playground","Colonial Rd between 67th St & Shore Rd","Yes","40.64","-74.0305","null","Accessible","Y"
"B066","B066-02","Owls Head Park Playground","Colonial Rd between 67th St & Senator St","Yes","40.6394","-74.0308","null","Accessible","Y"
"B068","B068-01","Detective Dillon Stewart Playground","Parade Pl & Crooke Ave","Yes","40.6514","-73.9654","null","Not Accessible","Y"
"B073","B073-02","Third Street Playground","4 St & Prospect Park W","Yes","40.6672","-73.9729","null","Not Accessible","Y"
"B073","B073-02D","Garfield Tot Lot","West Drive opposite Garfield Pl & Prospect Park W","Yes","40.6697","-73.972","null","No","Y"
"B073","B073-07","Vanderbilt Playground","Prospect Park Southwest, Vanderbilt St","Yes","40.655","-73.973","null","No","Y"
"B073","B073-09","Imagination Playground","Ocean Ave & E. Lake Dr","Yes","40.6586","-73.963","null","No","Y"
"B073","B073-10","Lincoln Road Playground","Lincoln Rd & Ocean Ave","Yes","40.6608","-73.9634","null","Not Accessible","Y"
"B073","B073-20","Harmony Playground","11 St & Prospect Park W","Yes","40.6635","-73.977","null","Not Accessible","Y"
"B077","B077-01","Coffey Park Playground","King, Richards & Dwight Sts","Yes","40.6769","-74.0087","null","Accessible","Y"
"B078","B078","Grace Playground","Vermont St between Pitkin Ave and Belmont Ave","Yes","40.6719","-73.8945","null","null","Y"
"B079","B079","Saratoga Park Playground","Halsey St between Howard Ave and Saratoga Ave","Yes","40.6849","-73.9194","null","NotAccessible","Y"
"B080","B080-01","Asser Levy Playground","Surf Ave & 5 St","Yes","40.5753","-73.9721","null","Not Accessible","Y"
"B082","B082-01B","Vinland Playground","94th St & Ridge Blvd","Yes","40.6175","-74.04","null","No","Y"
"B082","B082-02","79 St Playground","79 St & Shore Rd","Yes","40.6318","-74.0392","null","Not Accessible","Y"
"B087","B087-01","Sunset Park Playground","6 Ave Bet 41 & 44 Sts","Yes","40.6477","-74.0046","null","Accessible","Y"
"B088","B088-02","Herbert Von King Park Playground","Greene Ave & Tompkins Ave","Yes","40.6896","-73.9459","null","Accessible","Y"
"B088","B088-03","Herbert Von King Park Playground","Lafayette Ave between Marcy & Tompkins Aves","Yes","40.6901","-73.9464","null","Accessible","Y"
"B090","B090","Sobel Playground","Lee Ave, Division Ave, Roebling St","Yes","40.7074","-73.9615","null","Not Accessible","Y"
"B093","B093","Weeksville Playground","Howard Ave between Atlantic Ave and  Herkimer St","Yes","40.6772","-73.9195","null","No","Y"
"B095","B095","Ennis Playground","11 St, 12 St between 2 Ave and 3 Ave","Yes","40.6707","-73.9936","null","Not Accessible","Y"
"B096","B096","Sgt. William Dougherty Playground","Vandervoort Ave between Cherry St and Anthony St","Yes","40.7236","-73.937","null","Not Accessible","Y"
"B097","B097","Sledge Playground","E. 95 St between Ave L and Ave K","Yes","40.6382","-73.8979","null","No","Y"
"B098","B098","Martin Luther Playground","2 Ave between 55 St and 56 St","Yes","40.6458","-74.0199","null","No","N"
"B099","B099","Lt. Joseph Petrosino Park Playground","16 Ave, New Utrecht Ave between 70 St and 71 St","Yes","40.6191","-73.9984","null","No","Y"
"B100","B100","Seth Low Playground/ Bealin Square","W. 12 St between Bay Pkwy. and Ave P","Yes","40.6081","-73.9864","null","Not Accessible","Y"
"B102","B102","Crispus Attucks Playground","Classon Ave between Fulton St and Lefferts Pl","Yes","40.6815","-73.959","null","Not Accessible","Y"
"B103","B103","Cypress Hills Playground","Euclid Ave between Dumont Ave and Blake Ave","Limited","40.6707","-73.8712","null","Not Accessible","Y"
"B105","B105","Taaffe Playground","Taaffe Pl between Park Ave and Myrtle Ave","Yes","40.6959","-73.9608","null","No","N"
"B106A","B106A","Scarangella Park Playground","W. 13 St, Stillwell Ave between Ave U and Ave V","Yes","40.5939","-73.9842","null","No","Y"
"B106B","B106B","Lafayette Playground","Stillwell Ave, Benson Ave, Bay 43 St","Limited","40.5945","-73.9853","null","No","N"
"B107","B107","Lion's Pride Playground","Riverdale Ave between Van Sinderen Ave and Snediker Ave","Yes","40.6627","-73.8995","null","No","Y"
"B109","B109","Bill Brown Playground","Ave. Y, Ave X between E. 24 St and Bedford Ave","Yes","40.5914","-73.9455","null","Accessible","N"
"B110","B110","Marion Hopkinson Playground","Hopkinson Ave between Marion St and Chauncey St","Yes","40.6818","-73.9133","null","Not Accessible","N"
"B111","B111","J.J. Byrne Playground","3 St, 4 St between 4 Ave and 5 Ave","Yes","40.6728","-73.9841","null","Not Accessible","Y"
"B114","B114-01","Monsignor Mcgolrick Playground","Nassau Ave Bet Monitor St & Russell St","Yes","40.7253","-73.9436","null","Not Accessible","Y"
"B118B","B118B","St. Mary's Park Playground","Smith St & Nelson St","Yes","40.6758","-73.9975","null","Not Accessible","Y"
"B121","B121","Dodger Playground","Sullican Pl between Rogers Ave and Nostrand Ave","Yes","40.665","-73.9524","null","No","Y"
"B124","B124","William Sheridan Playground","Wythe Ave between Grand St and S. 1 St","Yes","40.7153","-73.9639","null","Accessible","Y"
"B125","B125-01","Calvert Vaux Park Playground","Bay 46 & Cropsey Ave","Yes","40.5879","-73.9906","null","Accessible","Y"
"B126","B126-01","Bush Clinton Playground","Lorraine, Clinton, Henry Sts","Yes","40.6734","-74.0028","null","No","Y"
"B127","B127","Martinez Playground","Scholes St between Manhattan Ave and Graham Ave","Limited","40.7091","-73.9446","null","Not Accessible","N"
"B128","B128","Colonel David Marcus Playground","Ave. P between E. 4 St and Ocean Pkwy.","Yes","40.6103","-73.9688","null","Accessible","Y"
"B129","B129-01","Kaiser Playground","Neptune Ave between W. 28th & W. 29th Sts","Yes","40.5782","-73.9954","null","Accessible","N"
"B130","B130","Greenwood Playground","Ft Hamilton Pkwy., Prospect Ave, Greenwood Ave","Yes","40.6507","-73.9765","null","Not Accessible","N"
"B131","B131","Rudd Playground","Between Aberdeen St & Furman Ave north of Bushwick Ave","Yes","40.6834","-73.9052","null","Not Accessible","Y"
"B132","B132","Gilbert Ramirez Park Playground","Mc Kibbin St between White St and Bogart St","Yes","40.7059","-73.9348","null","No","Y"
"B135","B135","Newtown Barge Playground","null","Yes","40.7359","-73.961","null","Not Accessible","Y"
"B137","B137","Sixteen Sycamores Playground","Schermerhorn St between Nevins St and 3 Ave","Yes","40.6869","-73.9813","null","Accessible","Y"
"B139","B139","Heckscher Playground","Linden St between Central Ave and Wilson Ave","Yes","40.6949","-73.9185","null","Not Accessible","Y"
"B140","B140","Banneker Playground","Macy Ave between Lafayette Ave and Kosciuszko St","Yes","40.6906","-73.9485","null","Not Accessible","Y"
"B141","B141","City Line Park Playground","Atlantic Ave between Fountain Ave and N. Conduit Ave","Yes","40.6789","-73.874","null","No","N"
"B142","B142","Bedford Playground","Bedford Ave between S. 9 St and Division Ave","Yes","40.7081","-73.964","null","Not Accessible","Y"
"B144","B144","Ocean Hill Playground","Dean St, Bergen St between Rockaway Aveand Hopkinson Ave","Yes","40.6746","-73.9118","null","Accessible","Y"
"B145","B145","Thomas Greene Playground","Nevins St, 3 Ave, between De Graw St and Douglas St ","Yes","40.6802","-73.9848","null","No","Y"
"B148","B148","Rolph Henry Playground","Clarkson Ave, New York Ave","Yes","40.6558","-73.9475","null","Not Accessible","Y"
"B149A","B149A","Elton Playground","Elton St between New Lots Ave and Hegeman Ave","Yes","40.6662","-73.881","null","Not Accessible","N"
"B149B","B149B","Linwood Playground","Linwood St between New Lots Ave and Hegeman Ave","Yes","40.6664","-73.8806","null","No","N"
"B150","B150","Kolbert Playground","Ave. L between E. 17 St and E. 18 St","Yes","40.6201","-73.958","null","Not Accessible","Y"
"B151","B151","Dome Playground","Dahill Rd between 37 St and 38 St","Yes","40.6384","-73.9806","null","No","Y"
"B152","B152","Rappaport Playground","Ft. Hamilton Pkwy. between 52 St and 53 St","Yes","40.6372","-74.0011","null","Not Accessible","Y"
"B153","B153","South Pacific Playground","Howard Ave between Pacific St and Dean St","Yes","40.6757","-73.9202","null","No","Y"
"B154","B154","Berry Playground","S. 3 St between Berry St and Bedford Ave","Yes","40.7126","-73.9634","null","No","N"
"B156","B156","Powell Playground","Powell St between Glenmore & Pitkin Aves","Limited","40.6712","-73.9048","null","No","Y"
"B157","B157","Kelly Park Playground","Ave S, Moore Pl between E. 16 St and E. 17 St","Yes","40.6047","-73.9565","null","No","Y"
"B158","B158","Garibaldi Playground","18 Ave between 83 St and 82 St","Yes","40.6089","-74.0001","null","Not Accessible","N"
"B159","B159-01","Mt Prospect Park Playground","Eastern Pkwy Between Washington Ave & Flatbush Ave","Yes","40.6721","-73.9661","null","Accessible","Y"
"B161","B161","James Forten Playground","Underhill Ave between Prospect Pl and Park Pl","Yes","40.6766","-73.9658","null","NotAccessible","N"
"B162","B162","Brizzi Playground","10 Ave, New Utrecht Ave between 43 St and 42 St ","Yes","40.6423","-73.9945","null","No","Y"
"B163","B163","Sperandeo Brothers Playground","Atlantic Ave, Cleveland St and Liberty Ave","Yes","40.6778","-73.8839","null","Not Accessible","Y"
"B164","B164","Bath Beach Park Playground","Shore Pkwy. between Bay 14 St and Bay 16 St","Yes","40.6028","-74.0113","null","NotAccessible","Y"
"B166B","B166B","Homecrest Playground","Belt Pkwy., Williams Court  between E. 12 St and Homecrest Ave","Yes","40.5865","-73.9575","null","No","N"
"B166D","B166D-01","McGuire Fields Tot Lot","Bergen Ave And Avenue W","Yes","40.62","-73.8992","null","No","Y"
"B167","B167","La Guardia Playground","S. 4 St between Roebling St and Williamsburg Bridge Ramp","Yes","40.7104","-73.9596","null","Not Accessible","Y"
"B167A","B167A","La Guardia Playground","S. 5 St, Broadway, Havemeyer St","Limited","40.7099","-73.9592","null","No","Y"
"B169A","B169A","Brighton Playground","Brighton 2 St between Brightwater Ct. and Boardwalk","Yes","40.5752","-73.9651","null","Accessible","N"
"B169B","B169B","Poseidon Playground","Surf Ave between W. 25 St to W. 27 St, Boardwalk","Yes","40.572","-73.9922","null","No","N"
"B192","B192","Russell Pedersen Playground","Colonial Rd from 83 St to 85 St","Yes","40.6268","-74.036","null","Not Accessible","Y"
"B193","B193","Hamilton Metz Field","Albany Ave, E. New York Ave, Lefferts Ave","Yes","40.6627","-73.9403","null","Not Accessible","N"
"B197","B197","Mellett Playground","Avenue V between E. 13 St and E. 14 St","Yes","40.5973","-73.9573","null","Not Accessible","Y"
"B200","B200","Elizabeth Stroud Playground","Stuyvesant Ave and Fulton St","Yes","40.6796","-73.9311","null","No","Y"
"B206","B206","Sunners Playground","Avenue H between Kings Hwy. and E. 49 St","Yes","40.6325","-73.9296","null","No","Y"
"B207","B207","Sarsfield Playground","E. 38 St, Ave M, Flatlands Ave","Yes","40.6201","-73.9376","null","Not Accessible","Y"
"B208","B208","PFC Norton Playground","Nostrand Ave between Kings Hwy. and Ave P","Yes","40.6146","-73.945","null","Accessible","N"
"B209","B209","Galapo Playground","Bedford Ave, Gravesend Neck Rd, Ave V, E. 24 St ","Yes","40.598","-73.9468","null","Not Accessible","N"
"B210A","B210A","John Allen Payne Playground","3 Ave between 64 St and 65 St","Yes","40.6399","-74.0237","null","Not Accessible","Y"
"B210B","B210B","D'Emic Playground","3 Ave between 35 St and 34 St ","Yes","40.6561","-74.005","null","No","N"
"B210F","B210F","Admiral Triangle Playground","Hamilton Ave, Nelson St Clinton St","Yes","40.6769","-74.0011","null","No","Y"
"B210H","B210H","Harold Ickes Playground","Hamilton Ave between Van Brunt St and Woodull St","Limited","40.6825","-74.0059","null","No","N"
"B210I","B210I","Gonzalo Plasencia Playground","3 Ave between 40 St and 41 St","Limited","40.6523","-74.0081","null","No","N"
"B210J","B210J","Pena Herrera Playground","3 Ave between 47 St and 46 St","Yes","40.6494","-74.0122","null","Not Accessible","N"
"B210P","B210P","Dan Ross Playground","7 Ave between 81 St and 82 St","Yes","40.6227","-74.0217","null","No","Y"
"B212","B212","Hot Spot Tot Lot","Campus Rd between E. 21 St and Ocean Ave","Yes","40.631","-73.9567","null","No","Y"
"B214","B214-01","Linden Park Playground","Vermont St, Stanley Ave, Gershwin JHS, Fence Betw Courts & Football Field","Yes","40.6582","-73.8878","null","Not Accessible","Y"
"B215","B215","Decatur Playground","Decatur St, MacDonough St between Lewis Ave and Marcus Garvey Blvd","Yes","40.6814","-73.9368","null","No","Y"
"B216","B216","Raymond Bush Playground","Marcus Garvey Blvd between Monore St and Madison St","Yes","40.6865","-73.939","null","Not Accessible","Y"
"B217","B217","Marcy Playground","Myrtle Ave between Nostrand Ave and Marcy Ave","Yes","40.6956","-73.9499","null","No","Y"
"B218","B218","Paerdegat Park Playground","E. 40th St between Foster Av & Farragut Rd","Yes","40.6381","-73.9381","null","Accessible","Y"
"B219","B219","Callahan-Kelly Playground","Fulton St, Truxton St, between Eastern Pkwy. and Van Sinderen Ave","Yes","40.6784","-73.9058","null","No","Y"
"B220","B220","Washington Hall Park Playground","Park Ave between Washington Ave and Hall St","Yes","40.6952","-73.9666","null","Accessible","N"
"B221","B221","Steuben Playground","Flushing Ave, Steuben St, Williamsburg Pl","Limited","40.6974","-73.9635","null","No","Y"
"B222","B222","Pierrepont Playground","Between Pierrepont Pl, Pierrepont St and the BQE","Limited","40.6962","-73.9975","null","Not Accessible","Y"
"B223A","B223A","Dimattina Playground","Rapelye St, Hicks St, Coles St","Yes","40.68","-74.0027","null","No","N"
"B223B","B223B","Dimattina Playground","Hicks St between Woodhull St and Rapelye St","Yes","40.6807","-74.002","null","No","N"
"B223DA","B223DA","Adam Yauch Park Playground","Atlantic Ave, Columbia Pl, State St","Yes","40.692","-73.9987","null","No","Y"
"B223H","B223H","Harry Chapin Playground","Columbia Hts. at Middagh St","Yes","40.7007","-73.9949","null","No","Y"
"B223JB","B223JB","Susan Smith McKinney Steward Park Playground","Prospect St, York St between Jay St and Bridge St","Limited","40.7008","-73.9854","null","No","N"
"B223NA","B223NA","Classon Playground","Classon Ave between Kent Ave & Wallabout St","Limited","40.6991","-73.9621","null","No","Y"
"B223NC","B223NC","Penn Triangle Playground","Penn St, Wythe Ave, Williamsburg St E.","Yes","40.7008","-73.9608","null","No","Y"
"B223PC","B223PC","Rodney Playground South","Rodney St, S. 3 St and S. 4 St","Yes","40.7097","-73.9559","null","Not Accessible","Y"
"B223PD","B223PD","Rodney Playground Center","Rodney St, S. 3 St, Borniquen Pl","Yes","40.7103","-73.9556","null","No","Y"
"B223PE","B223PE","Rodney Playground North","Borinquen Pl, Rodney St and S. 1 St","Limited","40.7111","-73.955","null","No","N"
"B223R","B223R","Jaime Campiz Playground","Hope St, Marcy Ave, Metropolitan Ave","Yes","40.7137","-73.9542","null","Not Accessible","Y"
"B224","B224","P.O. Reinaldo Salgado Playground","Monroe St to Madison St between Patchen Ave and Ralph Ave","Yes","40.6882","-73.9253","null","Not Accessible","Y"
"B225","B225","St. Andrew's Playground","Atlantic Ave, Herkimer St, Kingston Ave, St Andrew's Pl","Yes","40.679","-73.9417","null","Not Accessible","Y"
"B227","B227","P.S. 125 Playground","Rockaway Ave between Blake Ave and Dumont Ave","Yes","40.6651","-73.9093","null","No","Y"
"B228","B228","Dr. Green Playground","Mother Gaston Blvd and Sutter Ave","Yes","40.6673","-73.9079","null","Not Accessible","N"
"B230","B230","Nicholas Naquan Heyward Jr. Park Playground","Wyckoff St between Hoyt St and Bond St","Yes","40.6847","-73.9883","null","Not Accessible","Y"
"B232","B232","Dean Playground","Dean St to Bergen St between 6 Ave and Carlton Ave","Yes","40.6811","-73.9736","null","Accessible","N"
"B234","B234","Tilden Playground","Tilden Ave between E. 48 St and E. 49 St","Yes","40.6478","-73.9312","null","Accessible","Y"
"B235","B235","Herman Dolgon Playground","Ave. V between Nostrand Ave and Batchelder St","Yes","40.5982","-73.9395","null","Not Accessible","Y"
"B236","B236","Glenwood Playground","Ralph Ave and Farragut Rd","Yes","40.6365","-73.9202","null","Accessible","Y"
"B237","B237","John Hancock Playground","Bedford Ave, Hancock St, Jefferson Ave","Yes","40.6821","-73.9549","null","No","N"
"B239","B239","Sheepshead Playground","Ave. Z between Nostrand Ave and E. 29 St","Yes","40.589","-73.94","null","No","Y"
"B243","B243","Golconda Playground","Gold St between Nassau St and Concord St","Limited","40.6977","-73.9827","null","NotAccessible","N"
"B244","B244","McDonald Playground","McDonald Ave between Ave S. and Ave T","Yes","40.6013","-73.9719","null","NotAccessible","Y"
"B245","B245-02","St. John's Playground","Troy Ave & Prospect Place","Yes","40.674","-73.9358","null","Accessible","N"
"B246","B246","Jerome Playground","Wortman Ave between Jerome St and Warwick St","Yes","40.659","-73.8794","null","Not Accessible","N"
"B247","B247-01","Breukelen Playground","Stanley Ave between Williams and Louisiana Aves.","Yes","40.6536","-73.8939","null","Not Accessible","Y"
"B248","B248","Fox Playground","Ave. H between E. 54 St to E. 55 St","Yes","40.6329","-73.924","null","Accessible","Y"
"B249","B249","Van Dyke Playground","Dumont Ave between Powell St and Mother Gaston Blvd","Yes","40.6646","-73.9043","null","No","Y"
"B250","B250","Nostrand Playground","Nostrand Ave between Foster Ave and Farragut Pl","Yes","40.6384","-73.9478","null","Not Accessible","Y"
"B251","B251-04","Pat Parlato Playground","Falmouth St & Oriental Ave","Yes","40.577","-73.9467","null","Not Accessible","Y"
"B251","B251-08","Manhattan Beach Park Playground","Langham St & Oriental Ave","Yes","40.5775","-73.9407","null","Accessible","Y"
"B252","B252","West Playground","Ave. Z between W. 1 St and West St","Yes","40.5867","-73.9702","null","No","Y"
"B253","B253","Albert J. Parham Playground","Adelphi St, Clermont Ave, Dekalb Ave, Willoughby Ave","Yes","40.6903","-73.9707","null","Accessible","Y"
"B254","B254","Wingate Park Playground","Winthrop St, Brooklyn Ave, Rutland Rd","Limited","40.6594","-73.945","null","Not Accessible","N"
"B255C","B255C","Purple Playground","17 St between 5 Ave and 6 Ave","Yes","40.6632","-73.9898","null","No","Y"
"B255H","B255H","Thomas J. Cuite Park Playground","19 St between 11 Ave and Seeley St","Yes","40.6544","-73.9787","null","No","Y"
"B255J","B255J","Seeley Park Playground","Seeley St between 18th & 19th Sts","Yes","40.6534","-73.9778","null","No","Y"
"B257","B257","Frost Playground","Frost St between Debevoise Ave and Kingsland Ave","Yes","40.7187","-73.9392","null","No","Y"
"B258","B258","Brevoort Playground","Ralph Ave between Chauncey St and Sumpter St","Yes","40.6808","-73.9228","null","Not Accessible","N"
"B259","B259","Underwood Park Playground","Lafayette Ave between Waverly Ave and Washington Ave","Yes","40.6884","-73.9665","null","Accessible","Y"
"B260","B260","Howard Playground","Mother Gaston Blvd and Glenmore Ave","Yes","40.6717","-73.9077","null","No","N"
"B261","B261","Sankofa Park Playground","Livonia Ave between Barbey St and Schenck Ave","Yes","40.6655","-73.8863","null","Not Accessible","Y"
"B262","B262","Potomac Playground","Tompkins Ave between Halsey St and Macon St","Yes","40.682","-73.9441","null","Not Accessible","N"
"B263","B263","Sumner Playground","Throop Ave between Myrtle Ave and Park Ave","Yes","40.6972","-73.943","null","Accessible","Y"
"B264","B264","Roebling Playground","Lee Ave between Wilson St and Taylor St","Yes","40.7061","-73.9623","null","Not Accessible","Y"
"B265","B265","Rainbow Playground","6th Ave between 55 St and 56 St","Yes","40.6404","-74.0111","null","No","N"
"B266","B266","Star Spangled Playground","Franklin Ave between Willoughby Ave and Dekalb Ave","Yes","40.6914","-73.9577","null","Not Accessible","N"
"B267","B267","Winthrop Playground","Winthrop St between Rogers Ave and Bedford Ave","Yes","40.6566","-73.9548","null","Not Accessible","Y"
"B268","B268","Nautilus Playground","Public Beach, W. 29 St and W. 32 St","Yes","40.5717","-73.9957","null","Not Accessible","Y"
"B269","B269","Jesse Owens Playground","Lafayette Ave between Stuyvesant Ave and Malcom X Blvd","Yes","40.6918","-73.9321","null","Accessible","Y"
"B270","B270","Brownsville Playground","Hegeman Ave, Linden Blvd between Powell St and Mother Gaston Blvd","Yes","40.6567","-73.9015","null","No","Y"
"B271","B271","Railroad Playground","Ditmas Ave between E. 92 St and E. 91 St","Yes","40.649","-73.9139","null","Accessible","Y"
"B272","B272","Marlboro Playground","W. 11 St at Ave W","Yes","40.5915","-73.9808","null","Accessible","Y"
"B274","B274","Bayview Playground","Seaview Ave between E. 99 St and E. 101 St","Yes","40.6348","-73.8874","null","Accessible","Y"
"D","B275","Grady Playground","Shore Pkwy., Brighton 3 St, Brighton 4 St","Limited","-73.9645","40.5824","null","No","N"
"B277","B277","Benson Playground","Bath Ave between Bay 22 St and Bay 23 St","Yes","40.6022","-74.0023","null","NotAccessible","N"
"B279","B279","Wilson Playground","Ave K between E. 100 St and E. 101 St","Yes","40.6432","-73.8952","null","No","Y"
"B282","B282","Patrick O'Rourke Playground","80 St To 81 St, 11 Ave To 12 Ave","Yes","40.6193","-74.0144","null","No","Y"
"B283","B283","Belmont Playground","Belmont Ave between Forbell St and Drew St","Yes","40.6755","-73.8629","null","No","Y"
"B284","B284","Marc And Jason's Playground","Sterling St, Empire Blvd, New York Ave, Nostrand Ave","Yes","40.6635","-73.95","null","Not Accessible","N"
"B285","B285","Harry Maze Playground","Ave D, Ditmas Ave between E. 56 St and E. 57 St","Yes","40.6431","-73.9234","null","Not Accessible","N"
"B286","B286","Bartlett Playground","Whipple St, Bartlett St, between Throop Ave and Flushing Ave","Yes","40.7008","-73.9462","null","Not Accessible","Y"
"B287","B287","Andries Playground","Nostrand Ave between Ave K & Ave L","Limited","40.6228","-73.9465","null","No","Y"
"B288","B288","Slope Park Playground","6 Ave between 18 St and 19 St","Yes","40.6613","-73.9894","null","Not Accessible","Y"
"B291","B291","Power Playground","Ave. N between E. 49 St and Utica Ave","Yes","40.6185","-73.9272","null","No","Y"
"B292","B292","Pratt Playground","Willoughby Ave between Stuben St and Emerson Pl","Yes","40.6925","-73.9625","null","Not Accessible","Y"
"B293","B293","Classon Playground","Lafayette Ave and Classon Ave","Yes","40.6893","-73.9605","null","No","N"
"B294","B294","Jackie Robinson Park Playground","Malcom X Blvd between Chauncey St and Marion St","Yes","40.6802","-73.9276","null","Accessible","Y"
"B295","B295","Oxport Playground","Flushing Ave between N. Portland Ave and N. Oxford St","Yes","40.6978","-73.9765","null","No","N"
"B296","B296","Luna Playground","Surf Ave between W. 12 St and W. 8 St","Yes","40.5762","-73.9791","null","Not Accessible","N"
"B297","B297","Albemarle Playground","Albemarle Rd, Dahill Rd, Mcdonald Ave","Yes","40.6459","-73.9804","null","Accessible","N"
"B298","B298","Stockton Playground","Park Ave, Martin Luther King Pl, Marcy Ave","Yes","40.6972","-73.9482","null","Accessible","Y"
"B300","B300","Oracle Playground","Adelphi St, Myrtle Ave, Clermont Ave","Yes","40.694","-73.9717","null","NotAccessible","N"
"B301","B301","Greene Playground","Greene Ave between Waverly Ave and Washington Ave","Yes","40.6864","-73.9658","null","Not Accessible","Y"
"B302","B302","Charlie's Place Playground","Ellery St at Delmonico Pl, Hopkinds St between Tompkins Ave and Throop Ave","Yes","40.6992","-73.9465","null","No","Y"
"B304","B304","Kennedy King Playground","E. 93 St to E. 94 St, between Lenox Rd and Clarkson Ave","Yes","40.6584","-73.922","null","Not Accessible","Y"
